,Id_Usuario,Sexo,Tipo_Poblacional,Discapacidad,Departamento,Municipio,Vereda,Predio,Cadena_Productiva,C1A1,C2A1,C3A1,C4A1,C5A1,C6A1,C7A1,C8A1,C9A1,C10A1,NA1,C1A2,C2A2,C3A2,C4A2,C5A2,C6A2,C7A2,NA2,C1A3,C2A3,C3A3,C4A3,C5A3,NA3,C1A4,C2A4,C3A4,C4A4,NA4,C1A5,C2A5,C3A5,C4A5,NA5,CLAS_GRAL,CADENA_PRODUCTIVA_ADR,ID_ADR,Tipo de proyecto
11907,11908,M,NINGUNA,NO,CASANARE,85263,JASE,EL SECRETO,GANADERIA,2,1,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1,2.0,2.0,1,4.0,2.0,1.0,1.0,1,2,1.0,1.0,1.0,1.0,1,2.0,2.0,2.0,1.0,1,1.0,1.0,1.0,3.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11908,11909,M,NINGUNA,NO,CASANARE,85225,BARRANQUILLA,EL SOLITARIO,GANADERIA,2,1,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,3.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,2.0,1.0,1.0,1,2.0,2.0,1.0,1.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11909,11910,M,NINGUNA,NO,CASANARE,85225,PIEDECUESTA,LOS LIRIOS,GANADERIA,1,1,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1,1.0,1.0,1,1.0,3.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,2.0,1.0,1.0,1.0,1,1.0,1.0,1.0,2.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11910,11911,F,NINGUNA,NO,CASANARE,85001,TOLODIRAN,LOS PARDILLOS,GANADERIA,4,4,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,2,2.0,2.0,2.0,1.0,1,3.0,2.0,3.0,1.0,2,2.0,3.0,2.0,2.0,2,1,GANADERIA,201.0,Asistencia Tecnica
11911,11912,M,NINGUNA,NO,CASANARE,85230,LA ESMERALDA,VILLA JAMAICA,GANADERIA,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,2.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,2.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11912,11913,M,NINGUNA,NO,CASANARE,85300,PLANADAS,EL RUBÍ,GANADERIA,3,2,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1,1.0,1.0,2,1.0,3.0,2.0,2.0,1,1,1.0,1.0,1.0,2.0,1,2.0,2.0,2.0,1.0,1,2.0,3.0,1.0,2.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11913,11914,M,NINGUNA,NO,CASANARE,85440,EL TRIUNFO,LA FLORIDA,GANADERIA,1,2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,3,3.0,3.0,3.0,1.0,2,1.0,1.0,1.0,1.0,1,2.0,2.0,2.0,1.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11914,11915,F,NINGUNA,NO,CASANARE,85410,CABAÑAS,LA FORTUNA,GANADERIA,2,1,3.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1,1.0,1.0,2,1.0,3.0,1.0,1.0,1,2,2.0,2.0,1.0,1.0,1,2.0,2.0,2.0,1.0,1,1.0,1.0,1.0,2.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11915,11916,F,NINGUNA,NO,CASANARE,85230,MARIARA,CEIBALITO 1,GANADERIA,2,2,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1,4.0,1.0,1,1.0,2.0,1.0,1.0,1,2,2.0,3.0,2.0,2.0,2,2.0,2.0,2.0,1.0,1,4.0,2.0,2.0,2.0,2,1,GANADERIA,201.0,Asistencia Tecnica
11916,11917,M,NINGUNA,NO,CASANARE,85230,LA ESMERALDA,LOS LAURELES,GANADERIA,1,1,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1,1.0,2.0,2,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,2.0,1.0,1.0,1.0,1,1.0,1.0,1.0,2.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11917,11918,M,NINGUNA,NO,CASANARE,85279,CERRO RICO,ARIOSTERA,GANADERIA,2,2,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1,4.0,3.0,3,1.0,3.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,2.0,1.0,1.0,1.0,1,2.0,2.0,2.0,4.0,2,1,GANADERIA,201.0,Asistencia Tecnica
11918,11919,F,NINGUNA,NO,CASANARE,85315,GUIVARIN,SIENEGA,GANADERIA,2,2,2.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,1,4.0,2.0,2,2.0,2.0,1.0,1.0,1,1,2.0,2.0,1.0,2.0,1,2.0,2.0,2.0,1.0,1,2.0,2.0,3.0,2.0,2,1,GANADERIA,201.0,Asistencia Tecnica
11919,11920,M,NINGUNA,SI,CASANARE,85010,LA PRIMAVERA,SAN JORGE,GANADERIA,1,1,2.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1,4.0,1.0,1,1.0,2.0,1.0,1.0,1,1,2.0,2.0,1.0,1.0,1,3.0,1.0,1.0,2.0,1,1.0,1.0,1.0,1.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11921,11922,F,NINGUNA,NO,CASANARE,85430,GUAMAL,LOS DELIRIOS,GANADERIA,1,1,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,2.0,1.0,2.0,2.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11922,11923,M,NINGUNA,NO,CASANARE,85136,CHINIVAQUE,GUAYABALES,GANADERIA,2,1,2.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,1,2.0,2.0,3,1.0,3.0,1.0,1.0,1,2,2.0,3.0,2.0,2.0,2,3.0,2.0,3.0,1.0,2,2.0,2.0,1.0,2.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11923,11924,M,NINGUNA,NO,CASANARE,85430,SAN JOAQUÍN,LOS LEONES,GANADERIA,2,1,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,2.0,1.0,1.0,1,2.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11924,11925,M,NINGUNA,NO,CASANARE,85001,PALOMA AGUA VERDE,ACACIAS,GANADERIA,1,1,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1,3.0,2.0,2,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11925,11926,M,NINGUNA,SI,CASANARE,85279,VOLCANES,EL TESORO,GANADERIA,1,1,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,2,1.0,3.0,1.0,1.0,1,1,1.0,2.0,1.0,1.0,1,3.0,2.0,1.0,1.0,1,2.0,2.0,2.0,2.0,2,1,GANADERIA,201.0,Asistencia Tecnica
11926,11927,M,NINGUNA,NO,CASANARE,85430,EL POZO PETROLERO,LA ALEMANIA,GANADERIA,2,1,2.0,2.0,4.0,4.0,1.0,3.0,1.0,3.0,2,4.0,1.0,1,1.0,1.0,1.0,1.0,1,4,4.0,4.0,4.0,4.0,4,3.0,1.0,3.0,2.0,2,4.0,4.0,4.0,1.0,2,2,GANADERIA,201.0,Asistencia Tecnica
11927,11928,M,NINGUNA,NO,CASANARE,85010,AGUALINDA,EL MANGUITO,GANADERIA,1,3,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1,1.0,2.0,2,1.0,2.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,2.0,2.0,1.0,2.0,1,1.0,1.0,1.0,2.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11928,11929,M,NINGUNA,NO,CASANARE,85010,EL GAUAIMARO,LA BENDICIÓN,GANADERIA,2,1,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1,1.0,1.0,2,1.0,4.0,1.0,1.0,1,1,3.0,4.0,4.0,3.0,2,3.0,3.0,2.0,2.0,2,1.0,1.0,1.0,2.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11929,11930,F,NINGUNA,NO,CASANARE,85010,VALLE VERDE,EL SAMAN,GANADERIA,2,3,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1,3.0,1.0,2,3.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,2.0,1,1.0,1.0,2.0,1.0,1,2.0,2.0,2.0,2.0,2,1,GANADERIA,201.0,Asistencia Tecnica
11930,11931,F,NINGUNA,NO,CASANARE,85279,PUEBLO NUEVO,GUAYABAL 2,GANADERIA,2,2,2.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1,2.0,2.0,2,1.0,3.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,2.0,1.0,2.0,1.0,1,2.0,2.0,2.0,2.0,2,1,GANADERIA,201.0,Asistencia Tecnica
11931,11932,M,NINGUNA,NO,CASANARE,85015,CENTRO NORTE,EL LIBANO,GANADERIA,1,1,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,2.0,1.0,1.0,2.0,1,1.0,1.0,1.0,1.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11932,11933,M,NINGUNA,NO,CASANARE,85010,LA ESMERALDA,ALTAMIRA,GANADERIA,2,2,2.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,1,4.0,3.0,4,2.0,4.0,3.0,3.0,3,2,3.0,3.0,2.0,2.0,2,3.0,2.0,2.0,2.0,2,2.0,2.0,3.0,2.0,2,2,GANADERIA,201.0,Asistencia Tecnica
11933,11934,F,NINGUNA,NO,CASANARE,85315,QUEBRADANEGRA,MATA AZUL,GANADERIA,2,2,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1,4.0,2.0,4,4.0,3.0,3.0,3.0,3,2,2.0,3.0,2.0,2.0,2,3.0,2.0,2.0,2.0,2,2.0,2.0,1.0,2.0,1,2,GANADERIA,201.0,Asistencia Tecnica
11934,11935,M,NINGUNA,NO,CASANARE,85001,PICON,GIRALDA,GANADERIA,3,3,3.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,3,4.0,2.0,3,1.0,2.0,4.0,4.0,2,3,2.0,3.0,3.0,2.0,2,3.0,3.0,2.0,2.0,2,2.0,2.0,2.0,1.0,1,2,GANADERIA,201.0,Asistencia Tecnica
11935,11936,M,NINGUNA,NO,CASANARE,85430,GUAMAL,COROCITO,GANADERIA,2,1,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,4.0,4.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,2.0,2.0,3.0,4.0,2,1,GANADERIA,201.0,Asistencia Tecnica
11937,11938,M,NINGUNA,NO,CASANARE,85010,GUAIMARO,LA PORFIA,GANADERIA,1,3,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1,1.0,2.0,1,1.0,2.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,2.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11938,11939,M,NINGUNA,NO,CASANARE,85001,MATA DE PALMA,HABANA VILLA ANYI,GANADERIA,2,2,2.0,3.0,2.0,1.0,1.0,2.0,1.0,3.0,1,1.0,1.0,1,1.0,2.0,1.0,1.0,1,2,1.0,1.0,1.0,1.0,1,2.0,2.0,3.0,2.0,2,3.0,2.0,2.0,2.0,2,1,GANADERIA,201.0,Asistencia Tecnica
11939,11940,M,NINGUNA,NO,CASANARE,85125,LAS MONAS,SAN CARLOS,GANADERIA,2,1,2.0,2.0,3.0,4.0,1.0,2.0,1.0,2.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,3,3.0,3.0,3.0,3.0,3,3.0,1.0,2.0,2.0,1,1.0,1.0,1.0,1.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11940,11941,M,NINGUNA,NO,CASANARE,85162,BARBASCO,EL NEPAL,GANADERIA,2,1,1.0,2.0,3.0,1.0,3.0,2.0,1.0,4.0,1,1.0,1.0,1,1.0,2.0,4.0,4.0,1,1,2.0,2.0,2.0,1.0,1,4.0,3.0,3.0,2.0,2,1.0,1.0,1.0,1.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11941,11942,M,NINGUNA,NO,CASANARE,85430,EL MILAGRO,LA PRADERA,GANADERIA,2,3,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11942,11943,M,NINGUNA,NO,CASANARE,85015,LAPALMA,EL ALDRINO,GANADERIA,2,1,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1,2.0,2.0,3,2.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,2.0,1.0,2.0,1.0,1,2.0,2.0,2.0,2.0,2,1,GANADERIA,201.0,Asistencia Tecnica
11943,11944,M,NINGUNA,NO,CASANARE,85400,LA LAJA,ESPERANZA,GANADERIA,2,2,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,2.0,2.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11944,11945,M,NINGUNA,NO,CASANARE,85279,MARACAGUA,PALMA SECA,GANADERIA,2,2,2.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,1,4.0,3.0,1,1.0,3.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,2.0,1.0,1.0,1.0,1,2.0,2.0,2.0,2.0,2,1,GANADERIA,201.0,Asistencia Tecnica
11945,11946,F,NINGUNA,NO,CASANARE,85010,SALITRICO,EL GALERÓN,GANADERIA,2,1,2.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,1,4.0,1.0,2,1.0,2.0,2.0,2.0,1,3,3.0,3.0,3.0,2.0,2,2.0,1.0,2.0,2.0,1,4.0,3.0,3.0,2.0,2,1,GANADERIA,201.0,Asistencia Tecnica
11946,11947,M,NINGUNA,NO,CASANARE,85010,LA CACHIZA,PARAULATA,GANADERIA,2,3,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1,4.0,2.0,2,2.0,2.0,1.0,1.0,1,1,2.0,2.0,1.0,2.0,1,3.0,2.0,2.0,2.0,2,2.0,3.0,3.0,2.0,2,1,GANADERIA,201.0,Asistencia Tecnica
11947,11948,M,NINGUNA,NO,CASANARE,85015,MORGUI,EL ROSAL,GANADERIA,1,1,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1,2.0,2.0,1,1.0,2.0,1.0,1.0,1,1,2.0,2.0,1.0,2.0,1,2.0,1.0,2.0,2.0,1,1.0,2.0,3.0,1.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11948,11949,M,NINGUNA,NO,CASANARE,85001,PALOMA AGUA VERDE,LA FLORIDA,GANADERIA,1,1,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,2.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11949,11950,M,NINGUNA,NO,CASANARE,85300,CAÑO BLANCO,LA CESILIANA 2,GANADERIA,2,1,2.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,1,4.0,2.0,2,2.0,3.0,2.0,2.0,2,2,2.0,2.0,2.0,2.0,2,1.0,1.0,1.0,1.0,1,1.0,1.0,2.0,2.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11950,11951,F,NINGUNA,NO,CASANARE,85125,LA MANGA,LAS MONAS,GANADERIA,2,1,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,2.0,1.0,2.0,1.0,1,1.0,1.0,1.0,1.0,1,1,GANADERIA,201.0,Asistencia Tecnica
