,Id_Usuario,Sexo,Tipo_Poblacional,Discapacidad,Departamento,Municipio,Vereda,Predio,Cadena_Productiva,C1A1,C2A1,C3A1,C4A1,C5A1,C6A1,C7A1,C8A1,C9A1,C10A1,NA1,C1A2,C2A2,C3A2,C4A2,C5A2,C6A2,C7A2,NA2,C1A3,C2A3,C3A3,C4A3,C5A3,NA3,C1A4,C2A4,C3A4,C4A4,NA4,C1A5,C2A5,C3A5,C4A5,NA5,CLAS_GRAL,CADENA_PRODUCTIVA_ADR,ID_ADR,Tipo de proyecto
14167,14168,M,NINGUNA,NO,CASANARE,85263,LA PLATA- EL GARZON,EL RECREO,PLATANO,2,2,3.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2,4.0,2.0,4,3.0,3.0,1.0,1.0,2,2,2.0,2.0,2.0,2.0,2,2.0,2.0,2.0,2.0,2,2.0,3.0,2.0,2.0,2,2,PLATANO,11409.0,Asistencia Tecnica
14169,14170,F,NINGUNA,NO,CASANARE,85015,TEGUITA BAJA,SAN JOSE,PLATANO,2,1,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1,4.0,2.0,2,3.0,1.0,1.0,1.0,1,1,1.0,1.0,2.0,2.0,1,3.0,2.0,3.0,1.0,2,2.0,2.0,2.0,4.0,2,1,PLATANO,11409.0,Asistencia Tecnica
14173,14174,F,NINGUNA,NO,CASANARE,85263,PUERTO MIRIAN,LA VILLA,PLATANO,2,1,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1,4.0,2.0,4,3.0,2.0,1.0,1.0,2,2,2.0,2.0,1.0,2.0,1,2.0,2.0,2.0,2.0,2,2.0,3.0,2.0,2.0,2,1,PLATANO,11409.0,Asistencia Tecnica
14176,14177,M,NINGUNA,NO,CASANARE,85250,SABANETAS,LA SOLEDAD,PLATANO,2,2,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1,4.0,2.0,4,3.0,2.0,1.0,1.0,2,1,2.0,3.0,2.0,2.0,1,3.0,2.0,2.0,2.0,2,2.0,2.0,2.0,1.0,1,1,PLATANO,11409.0,Asistencia Tecnica
14180,14181,F,NINGUNA,NO,CASANARE,85001,EL MILAGRO,MATA DE LIMON,PLATANO,2,1,1.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1,4.0,4.0,4,3.0,3.0,3.0,4.0,3,3,2.0,2.0,2.0,3.0,2,4.0,4.0,3.0,1.0,2,4.0,3.0,3.0,3.0,3,2,PLATANO,11409.0,Asistencia Tecnica
14190,14191,F,NINGUNA,NO,CASANARE,85263,EL BANCO,EL SILENCIO,PLATANO,2,1,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1,4.0,2.0,4,3.0,2.0,1.0,1.0,2,1,1.0,1.0,1.0,2.0,1,2.0,2.0,1.0,1.0,1,2.0,2.0,3.0,2.0,2,1,PLATANO,11409.0,Asistencia Tecnica
14191,14192,M,NINGUNA,NO,CASANARE,85430,EL VALLE,LA VEGA,PLATANO,1,2,4.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,1,1.0,2.0,1,1.0,2.0,1.0,1.0,1,2,2.0,3.0,2.0,2.0,2,2.0,1.0,2.0,2.0,1,2.0,2.0,2.0,1.0,1,1,PLATANO,11409.0,Asistencia Tecnica
14196,14197,M,NINGUNA,NO,CASANARE,85410,IQUIA,LA ESPERANZA,PLATANO,4,4,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,2,1.0,1.0,2,1.0,3.0,3.0,2.0,1,2,3.0,3.0,2.0,2.0,2,3.0,3.0,3.0,3.0,3,2.0,2.0,3.0,2.0,2,2,PLATANO,11409.0,Asistencia Tecnica
14198,14199,M,NINGUNA,NO,CASANARE,85263,EL BANCO,EL PARAISO,PLATANO,2,1,3.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,1,4.0,4.0,4,4.0,3.0,2.0,2.0,3,3,3.0,3.0,4.0,3.0,3,3.0,3.0,2.0,2.0,2,4.0,4.0,4.0,4.0,4,2,PLATANO,11409.0,Asistencia Tecnica
14203,14204,M,NINGUNA,NO,CASANARE,85410,VILLA ROSA,LA VICTORIA,PLATANO,2,3,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1,1.0,2.0,3,1.0,3.0,3.0,2.0,1,2,2.0,3.0,2.0,2.0,2,3.0,3.0,3.0,3.0,3,2.0,2.0,2.0,2.0,2,2,PLATANO,11409.0,Asistencia Tecnica
14207,14208,M,NINGUNA,NO,CASANARE,85430,EL TORO,PLAYITAS,PLATANO,4,3,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1,4.0,2.0,4,1.0,3.0,1.0,2.0,2,1,1.0,1.0,1.0,3.0,1,2.0,2.0,2.0,2.0,2,2.0,2.0,3.0,4.0,2,1,PLATANO,11409.0,Asistencia Tecnica
14223,14224,M,NINGUNA,NO,CASANARE,85263,GARZON,BRISAS DE LA CURAMA,PLATANO,2,3,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,2.0,1.0,1.0,1,2,1.0,2.0,1.0,2.0,1,2.0,2.0,2.0,1.0,1,1.0,2.0,2.0,1.0,1,1,PLATANO,11409.0,Asistencia Tecnica
14224,14225,F,NINGUNA,NO,CASANARE,85010,SAN MIGUEL DE FARALLONES,EL EDEN,PLATANO,2,2,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,2.0,1,3,3.0,3.0,2.0,2.0,2,3.0,3.0,3.0,2.0,2,2.0,2.0,2.0,1.0,1,1,PLATANO,11409.0,Asistencia Tecnica
14234,14235,M,NINGUNA,NO,CASANARE,85250,LOS TRONCOS,LA BENDICION DE DIOS,PLATANO,2,3,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,2,1.0,3.0,2.0,2.0,1,1.0,2.0,2.0,1.0,1,1.0,1.0,1.0,1.0,1,1,PLATANO,11409.0,Asistencia Tecnica
14239,14240,M,NINGUNA,NO,CASANARE,85010,LA VICTORIA,LA FORTALEZA,PLATANO,2,1,1.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0,1,2.0,1.0,2,1.0,3.0,1.0,2.0,1,1,2.0,1.0,1.0,2.0,1,3.0,3.0,2.0,1.0,2,2.0,2.0,2.0,3.0,2,1,PLATANO,11409.0,Asistencia Tecnica
14247,14248,M,NINGUNA,NO,CASANARE,85263,SAN ISIDRO,GUASIMAL,PLATANO,2,3,3.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,1,4.0,2.0,4,3.0,2.0,2.0,1.0,2,2,2.0,2.0,1.0,2.0,1,2.0,2.0,2.0,1.0,1,2.0,3.0,2.0,2.0,2,1,PLATANO,11409.0,Asistencia Tecnica
14256,14257,M,NINGUNA,NO,CASANARE,85279,EL VIJUA,LAGUNITAS,PLATANO,2,1,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1,4.0,2.0,1,3.0,3.0,1.0,1.0,1,1,2.0,2.0,1.0,2.0,1,1.0,1.0,1.0,1.0,1,2.0,1.0,2.0,1.0,1,1,PLATANO,11409.0,Asistencia Tecnica
14258,14259,M,NINGUNA,NO,CASANARE,85410,EL JUVE,EL PARAISO DYC,PLATANO,2,1,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,2,1.0,2.0,1.0,2.0,1,2.0,2.0,2.0,1.0,1,1.0,1.0,1.0,1.0,1,1,PLATANO,11409.0,Asistencia Tecnica
14274,14275,M,NINGUNA,NO,CASANARE,85263,EL BANCO,LA FORTALEZA,PLATANO,2,3,3.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,1,4.0,2.0,4,3.0,2.0,1.0,1.0,2,1,2.0,2.0,1.0,2.0,1,2.0,2.0,2.0,2.0,2,2.0,3.0,2.0,1.0,1,1,PLATANO,11409.0,Asistencia Tecnica
14285,14286,F,NINGUNA,NO,CASANARE,85250,CARRASTOL,COPEY 2,PLATANO,2,3,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,2.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,PLATANO,11409.0,Asistencia Tecnica
14287,14288,M,NINGUNA,NO,CASANARE,85225,PEDREGAL,LOS PLACERES,PLATANO,2,1,3.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1,2.0,2.0,2,1.0,1.0,1.0,2.0,1,1,1.0,1.0,1.0,2.0,1,3.0,2.0,2.0,1.0,1,2.0,2.0,3.0,2.0,2,1,PLATANO,11409.0,Asistencia Tecnica
14289,14290,M,NINGUNA,NO,CASANARE,85225,EL PRETEXTO,LOS NAUNOS,PLATANO,4,2,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1,1.0,1.0,1,1.0,1.0,1.0,2.0,1,2,2.0,2.0,2.0,2.0,2,3.0,1.0,2.0,1.0,1,1.0,2.0,2.0,2.0,1,1,PLATANO,11409.0,Asistencia Tecnica
14296,14297,M,NINGUNA,NO,CASANARE,85263,EL BANCO,YERBABUENA,PLATANO,2,3,3.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,1,4.0,4.0,4,4.0,3.0,2.0,2.0,3,2,2.0,2.0,1.0,2.0,1,2.0,2.0,2.0,2.0,2,2.0,2.0,2.0,1.0,1,2,PLATANO,11409.0,Asistencia Tecnica
14298,14299,F,NINGUNA,NO,CASANARE,85139,LAS BRISAS,LA RESERVA,PLATANO,1,1,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1,1.0,2.0,3,3.0,3.0,1.0,3.0,2,1,2.0,3.0,1.0,2.0,1,2.0,3.0,2.0,1.0,1,2.0,2.0,2.0,3.0,2,1,PLATANO,11409.0,Asistencia Tecnica
14305,14306,F,NINGUNA,NO,CASANARE,85250,EL DESIERTO,LEJANIAS,PLATANO,2,1,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,2,2.0,3.0,2.0,2.0,2,3.0,2.0,1.0,2.0,1,2.0,2.0,2.0,1.0,1,1,PLATANO,11409.0,Asistencia Tecnica
14325,14326,F,NINGUNA,NO,CASANARE,85162,CAÑO RICO,EL MANANTIAL,PLATANO,4,1,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1,1.0,1.0,1,1.0,2.0,1.0,2.0,1,2,2.0,3.0,2.0,2.0,2,3.0,3.0,3.0,1.0,2,2.0,2.0,1.0,3.0,1,1,PLATANO,11409.0,Asistencia Tecnica
14326,14327,F,NINGUNA,NO,CASANARE,85001,EL MILAGRO,LOS ANGELES,PLATANO,2,1,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,1,4.0,4.0,4,4.0,3.0,1.0,2.0,2,3,2.0,3.0,2.0,2.0,2,3.0,2.0,2.0,1.0,1,2.0,2.0,3.0,3.0,2,2,PLATANO,11409.0,Asistencia Tecnica
14332,14333,M,NINGUNA,NO,CASANARE,85001,EL MILAGRO,SAN GERONIMO,PLATANO,2,1,1.0,3.0,2.0,1.0,4.0,2.0,1.0,1.0,1,4.0,4.0,4,1.0,3.0,1.0,2.0,2,3,2.0,3.0,2.0,2.0,2,3.0,3.0,3.0,1.0,2,2.0,4.0,4.0,3.0,3,2,PLATANO,11409.0,Asistencia Tecnica
14337,14338,F,NINGUNA,NO,CASANARE,85279,PUEBLO NUEVO,SAN FRANCISCO,PLATANO,2,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2.0,1.0,1,3.0,1.0,1.0,1.0,1,1,2.0,2.0,1.0,2.0,1,1.0,1.0,1.0,1.0,1,1.0,2.0,1.0,1.0,1,1,PLATANO,11409.0,Asistencia Tecnica
14348,14349,M,NINGUNA,NO,CASANARE,85263,MIRALINDO,VILLA NUEVA,PLATANO,2,3,3.0,3.0,2.0,3.0,2.0,2.0,1.0,3.0,2,4.0,4.0,4,4.0,3.0,3.0,2.0,3,1,1.0,1.0,1.0,2.0,1,3.0,3.0,2.0,2.0,2,1.0,2.0,1.0,2.0,1,2,PLATANO,11409.0,Asistencia Tecnica
14363,14364,M,NINGUNA,NO,CASANARE,85001,EL MILAGRO,EL CAMPANAZO,PLATANO,2,3,2.0,2.0,2.0,1.0,4.0,2.0,1.0,2.0,1,4.0,4.0,3,3.0,2.0,1.0,2.0,2,2,2.0,3.0,2.0,2.0,2,2.0,2.0,2.0,1.0,1,2.0,2.0,2.0,3.0,2,2,PLATANO,11409.0,Asistencia Tecnica
14370,14371,M,NINGUNA,NO,CASANARE,85001,EL MILAGRO,EL CONUCO,PLATANO,2,3,2.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,2,4.0,4.0,4,4.0,3.0,1.0,2.0,2,1,2.0,2.0,2.0,2.0,1,2.0,2.0,2.0,1.0,1,2.0,2.0,2.0,3.0,2,2,PLATANO,11409.0,Asistencia Tecnica
14375,14376,M,NINGUNA,NO,CASANARE,85250,CAÑO CHIQUITO,CHAVINAVE,PLATANO,2,3,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1,1.0,1.0,1,3.0,1.0,2.0,1.0,1,2,2.0,2.0,1.0,2.0,1,1.0,1.0,1.0,1.0,1,2.0,2.0,2.0,1.0,1,1,PLATANO,11409.0,Asistencia Tecnica
14376,14377,M,NINGUNA,NO,CASANARE,85001,EL MILAGRO,JERUSALEM,PLATANO,2,1,2.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1,4.0,4.0,4,3.0,3.0,3.0,4.0,3,3,2.0,2.0,2.0,3.0,2,4.0,4.0,3.0,1.0,2,4.0,3.0,3.0,3.0,3,2,PLATANO,11409.0,Asistencia Tecnica
14379,14380,F,NINGUNA,NO,CASANARE,85430,EL PALMAR,EL DIAMANTE,PLATANO,2,2,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1,4.0,3.0,4,3.0,2.0,1.0,1.0,2,2,2.0,3.0,3.0,2.0,2,2.0,2.0,2.0,1.0,1,2.0,2.0,2.0,3.0,2,1,PLATANO,11409.0,Asistencia Tecnica
14389,14390,F,NINGUNA,NO,CASANARE,85139,BELGRADO,ZHAMAY,PLATANO,1,3,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1,4.0,4.0,4,4.0,3.0,3.0,3.0,3,4,4.0,3.0,3.0,2.0,3,3.0,2.0,2.0,2.0,2,2.0,2.0,2.0,3.0,2,2,PLATANO,11409.0,Asistencia Tecnica
14390,14391,F,NINGUNA,NO,CASANARE,85010,RINCÓN DEL BUBUY,LA QUINTA,PLATANO,2,4,1.0,2.0,2.0,3.0,1.0,3.0,1.0,2.0,1,1.0,2.0,2,1.0,1.0,1.0,2.0,1,3,1.0,4.0,2.0,2.0,2,1.0,4.0,3.0,1.0,1,2.0,3.0,2.0,1.0,1,1,PLATANO,11409.0,Asistencia Tecnica
14391,14392,F,NINGUNA,SI,CASANARE,85440,FICAL,EL ESTERO,PLATANO,2,3,3.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,2,1.0,2.0,1,1.0,4.0,2.0,2.0,1,2,3.0,3.0,2.0,3.0,2,2.0,2.0,2.0,2.0,2,2.0,2.0,3.0,2.0,2,2,PLATANO,11409.0,Asistencia Tecnica
14394,14395,F,NINGUNA,NO,CASANARE,85015,SAN RAFAEL,CASTAÑO,PLATANO,2,1,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,2.0,2,1.0,2.0,1.0,1.0,1,1,1.0,1.0,1.0,2.0,1,1.0,2.0,1.0,1.0,1,1.0,1.0,2.0,1.0,1,1,PLATANO,11409.0,Asistencia Tecnica
14405,14406,M,NINGUNA,NO,CASANARE,85162,GUAFAL,LOS TURPIALES,PLATANO,4,3,2.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,2,4.0,4.0,4,1.0,1.0,1.0,2.0,2,1,2.0,3.0,2.0,2.0,1,3.0,3.0,2.0,1.0,2,1.0,2.0,1.0,3.0,1,1,PLATANO,11409.0,Asistencia Tecnica
14406,14407,M,NINGUNA,NO,CASANARE,85001,EL MILAGRO,LA SOGA,PLATANO,2,1,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,1,4.0,4.0,4,1.0,3.0,1.0,2.0,2,3,2.0,3.0,2.0,2.0,2,3.0,3.0,3.0,1.0,2,2.0,4.0,4.0,3.0,3,2,PLATANO,11409.0,Asistencia Tecnica
14407,14408,M,NINGUNA,NO,CASANARE,85440,BUENOS AIRES BAJO,LA PODEROSA,PLATANO,2,1,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1,1.0,2.0,1,1.0,1.0,1.0,1.0,1,1,2.0,2.0,2.0,3.0,1,2.0,2.0,2.0,1.0,1,1.0,1.0,1.0,2.0,1,1,PLATANO,11409.0,Asistencia Tecnica
14409,14410,M,NINGUNA,NO,CASANARE,85263,EL BANCO,EL PALMAR,PLATANO,2,1,3.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,1,4.0,4.0,4,4.0,3.0,1.0,2.0,2,1,2.0,2.0,1.0,2.0,1,2.0,2.0,1.0,2.0,1,1.0,1.0,1.0,1.0,1,1,PLATANO,11409.0,Asistencia Tecnica
14426,14427,F,NINGUNA,NO,CASANARE,85010,LA ESMERALDA,LA PRIMAVERA,PLATANO,2,3,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1,4.0,2.0,2,1.0,1.0,1.0,2.0,1,3,3.0,3.0,3.0,2.0,2,4.0,3.0,3.0,2.0,2,2.0,2.0,2.0,2.0,2,2,PLATANO,11409.0,Asistencia Tecnica
14429,14430,M,NINGUNA,NO,CASANARE,85001,EL MILAGRO,SALOME,PLATANO,2,1,1.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1,4.0,4.0,4,3.0,3.0,3.0,4.0,3,3,2.0,2.0,2.0,3.0,2,4.0,4.0,3.0,1.0,2,4.0,3.0,3.0,3.0,3,2,PLATANO,11409.0,Asistencia Tecnica
14431,14432,M,NINGUNA,NO,CASANARE,85325,MACUCO,CUBARRAL,PLATANO,1,2,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1,4.0,2.0,3,1.0,2.0,1.0,1.0,1,2,3.0,3.0,2.0,2.0,2,3.0,1.0,2.0,2.0,1,2.0,2.0,2.0,1.0,1,1,PLATANO,11409.0,Asistencia Tecnica
14435,14436,F,NINGUNA,NO,CASANARE,85263,MATALARGA,PILIMPINES,PLATANO,2,1,3.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1,4.0,2.0,4,3.0,2.0,1.0,1.0,2,1,2.0,1.0,1.0,2.0,1,2.0,2.0,2.0,2.0,2,2.0,3.0,2.0,2.0,2,1,PLATANO,11409.0,Asistencia Tecnica
14442,14443,F,NINGUNA,NO,CASANARE,85225,EL PRETEXTO,LA MORITA,PLATANO,1,1,2.0,3.0,2.0,2.0,4.0,3.0,2.0,1.0,1,4.0,4.0,4,3.0,3.0,3.0,4.0,3,3,2.0,2.0,2.0,3.0,2,2.0,2.0,1.0,1.0,1,1.0,4.0,2.0,2.0,2,2,PLATANO,11409.0,Asistencia Tecnica
14444,14445,F,NINGUNA,NO,CASANARE,85263,EL BANCO,BRASILIA,PLATANO,2,2,3.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1,4.0,2.0,4,3.0,2.0,1.0,1.0,2,1,1.0,1.0,1.0,2.0,1,2.0,2.0,1.0,2.0,1,2.0,3.0,3.0,3.0,2,1,PLATANO,11409.0,Asistencia Tecnica
14446,14447,F,NINGUNA,NO,CASANARE,85001,EL MILAGRO,FORTALEZA,PLATANO,2,2,1.0,3.0,2.0,1.0,4.0,2.0,1.0,1.0,1,4.0,4.0,4,1.0,3.0,1.0,2.0,2,3,2.0,2.0,2.0,2.0,2,3.0,3.0,3.0,1.0,2,4.0,4.0,4.0,3.0,3,2,PLATANO,11409.0,Asistencia Tecnica
14465,14466,M,NINGUNA,NO,CASANARE,85162,GUAFAL,LOS TURPIALES,PLATANO,4,3,2.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,2,4.0,4.0,4,1.0,4.0,1.0,2.0,2,3,2.0,3.0,3.0,2.0,2,4.0,4.0,3.0,2.0,3,2.0,3.0,4.0,3.0,2,2,PLATANO,11409.0,Asistencia Tecnica
14481,14482,F,NINGUNA,NO,CASANARE,85225,EL PRETEXTO,MI LLANURA,PLATANO,2,3,2.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1,1.0,1.0,2,1.0,1.0,1.0,2.0,1,2,1.0,2.0,1.0,3.0,1,2.0,2.0,3.0,1.0,1,2.0,2.0,2.0,1.0,1,1,PLATANO,11409.0,Asistencia Tecnica
14584,14585,M,NINGUNA,NO,CASANARE,85125,EL CEDRAL,RANCHO LA MARÍA,PLATANO,4,1,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1,1.0,1.0,2,1.0,1.0,2.0,1.0,1,3,3.0,3.0,2.0,2.0,2,3.0,3.0,3.0,2.0,2,2.0,3.0,3.0,1.0,2,1,PLATANO,11409.0,Asistencia Tecnica
14585,14586,M,NINGUNA,NO,CASANARE,85125,ROSA BLANCA,LA VICTORIA,PLATANO,1,2,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,2.0,1,2,2.0,3.0,1.0,2.0,1,1.0,2.0,2.0,1.0,1,1.0,1.0,1.0,1.0,1,1,PLATANO,11409.0,Asistencia Tecnica
14586,14587,M,NINGUNA,NO,CASANARE,85125,EL CONTROL,NARANJALES,PLATANO,2,1,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1,1.0,1.0,2,1.0,1.0,1.0,2.0,1,1,1.0,1.0,1.0,2.0,1,3.0,2.0,3.0,2.0,2,2.0,3.0,3.0,3.0,2,1,PLATANO,11409.0,Asistencia Tecnica
14588,14589,M,NINGUNA,NO,CASANARE,85263,EL BANCO,EL PALMAR,PLATANO,2,2,3.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1,4.0,2.0,4,3.0,2.0,1.0,1.0,2,2,2.0,2.0,2.0,2.0,2,2.0,2.0,2.0,2.0,2,2.0,3.0,2.0,1.0,1,1,PLATANO,11409.0,Asistencia Tecnica
14590,14591,F,NINGUNA,NO,CASANARE,85162,BUENAVISTA,MI CABAÑITA,PLATANO,1,1,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,2.0,1.0,2.0,1,1.0,1.0,2.0,1.0,1,1.0,1.0,1.0,1.0,1,1,PLATANO,11409.0,Asistencia Tecnica
14591,14592,M,NINGUNA,NO,CASANARE,85162,BELLAVISTA,LA FORTALEZA,PLATANO,2,2,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1,1.0,1.0,1,1.0,1.0,1.0,2.0,1,2,3.0,3.0,1.0,2.0,2,2.0,2.0,2.0,1.0,1,1.0,2.0,1.0,3.0,1,1,PLATANO,11409.0,Asistencia Tecnica
14594,14595,F,NINGUNA,NO,CASANARE,85162,BRISAS DEL LLANO,LA SELVA,PLATANO,1,3,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,2.0,1,3.0,2.0,2.0,3.0,2,1.0,1.0,1.0,1.0,1,1,PLATANO,11409.0,Asistencia Tecnica
14596,14597,F,NINGUNA,NO,CASANARE,85162,BELLAVISTA,EL PORVENIR,PLATANO,2,1,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,2,1.0,1.0,1.0,2.0,1,3.0,2.0,2.0,2.0,2,2.0,1.0,1.0,1.0,1,1,PLATANO,11409.0,Asistencia Tecnica
14597,14598,M,NINGUNA,NO,CASANARE,85162,BELLAVISTA,LA CUADRA,PLATANO,2,2,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1,1.0,1.0,1,1.0,1.0,1.0,2.0,1,1,1.0,2.0,2.0,2.0,1,2.0,2.0,2.0,1.0,1,1.0,1.0,1.0,3.0,1,1,PLATANO,11409.0,Asistencia Tecnica
14598,14599,M,NINGUNA,NO,CASANARE,85162,PORVENIR,LA ESMERALDA,PLATANO,4,3,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1,1.0,1.0,1,1.0,4.0,1.0,2.0,1,1,4.0,3.0,3.0,2.0,2,4.0,4.0,3.0,2.0,3,1.0,1.0,1.0,1.0,1,1,PLATANO,11409.0,Asistencia Tecnica
14600,14601,M,NINGUNA,NO,CASANARE,85162,BELLAVISTA,LA VEGUITA,PLATANO,2,1,2.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,1,1.0,1.0,1,1.0,1.0,1.0,2.0,1,2,3.0,3.0,2.0,2.0,2,2.0,2.0,2.0,1.0,1,1.0,1.0,1.0,3.0,1,1,PLATANO,11409.0,Asistencia Tecnica
14604,14605,F,NINGUNA,NO,CASANARE,85162,PALMIRA,EL TESORO,PLATANO,1,2,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,1,1.0,1.0,1,1.0,1.0,2.0,2.0,1,2,3.0,3.0,2.0,2.0,2,2.0,2.0,2.0,1.0,1,1.0,1.0,1.0,1.0,1,1,PLATANO,11409.0,Asistencia Tecnica
14605,14606,M,NINGUNA,NO,CASANARE,85162,BUENAVISTA,HATO LA LUZ,PLATANO,2,2,2.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,1,2.0,1.0,1,1.0,1.0,3.0,2.0,1,3,4.0,3.0,2.0,2.0,2,4.0,4.0,2.0,2.0,2,2.0,2.0,2.0,3.0,2,1,PLATANO,11409.0,Asistencia Tecnica
14606,14607,M,NINGUNA,NO,CASANARE,85162,BELLAVISTA,AGUAS CLARAS,PLATANO,2,3,2.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,1,1.0,1.0,1,1.0,1.0,1.0,2.0,1,2,1.0,3.0,2.0,2.0,1,2.0,2.0,2.0,1.0,1,1.0,1.0,1.0,1.0,1,1,PLATANO,11409.0,Asistencia Tecnica
14608,14609,F,NINGUNA,NO,CASANARE,85162,GUADUALITO,LA ESPERANZA,PLATANO,2,3,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,1,1.0,1.0,1,1.0,1.0,1.0,2.0,1,2,3.0,3.0,3.0,2.0,2,3.0,2.0,2.0,2.0,2,1.0,2.0,2.0,1.0,1,1,PLATANO,11409.0,Asistencia Tecnica
262,263,M,NINGUNA,NO,BOLIVAR,13838,LOMA DE LIMON,EL NISPERAL,NISPERO,4,4,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,NISPERO,12225.0,Asistencia Tecnica
389,390,M,NINGUNA,NO,BOLIVAR,13657,BALCON,BAJO SUCIO,PECUARIA,1,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,2.0,1.0,1.0,1.0,1,2.0,2.0,1.0,1.0,1,1,GANADERIA,201.0,Asistencia Tecnica
